Title,Link,Journal Title,Publication Year,Authors,DOI,Keywords,Citations (in PMC),Citations (Crossref),Citations (OpenAlex),Citations (Semantic Scholar),Influential Citations,Altmetric Score,Mendeley Readers,Social Media Mentions,OpenAlex Concepts,TLDR Summary,Journal Title,Publication Year,Authors,DOI,Keywords,FieldsOfStudy,Citations (in PMC),Citations (Crossref),Citations (OpenAlex),Citations (Semantic Scholar),Influential Citations,Altmetric Score,Mendeley Readers,Social Media Mentions,OpenAlex Concepts,TLDR Summary,Full Text Link
"Draft Genome Sequence of Solibacillus kalamii, Isolated from an Air Filter Aboard the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5578834/,Genome Announcements,2017.0,"Arman Seuylemezian, Nitin K. Singh, Parag Vaishampayan, Kasthuri Venkateswaran",10.1128/genomeA.00696-17,,,10.0,10.0,8.0,0.0,,,,"Hull, Whole genome sequencing, International Space Station, Sequence (biology), Biology","The draft genome sequence of Solibacillus kalamii ISSFR-015, isolated from a high-energy particulate arrestance filter aboard the International Space Station, contains 3,809,180 bp with an estimated G+C content of 38.61%.",Genome Announcements,2017.0,"Arman Seuylemezian, Nitin K. Singh, Parag Vaishampayan, Kasthuri Venkateswaran",10.1128/genomeA.00696-17,,"['Medicine', 'Biology']",,10.0,10.0,8.0,0.0,,,,"Hull, Whole genome sequencing, International Space Station, Sequence (biology), Biology","The draft genome sequence of Solibacillus kalamii ISSFR-015, isolated from a high-energy particulate arrestance filter aboard the International Space Station, contains 3,809,180 bp with an estimated G+C content of 38.61%.",https://mra.asm.org/content/ga/5/35/e00696-17.full.pdf
Detection of antimicrobial resistance genes associated with the International Space Station environmental surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/,Microbiome,2022.0,"Camilla Urbaniak, Michael D. Morrison, James B. Thissen, Fathi Karouia, David J. Smith, Satish Mehta, Crystal Jaing, Kasthuri Venkateswaran",10.1186/s40168-022-01293-0,,,36.0,37.0,30.0,2.0,82.55,63.0,43.0,"Biology, Metagenomics, Propidium monoazide, Microbiome, Population","A comprehensive analysis of the ISS surface microbiome is provided, showing microbial burden, bacterial and fungal species prevalence, changes in the microbiome, and resistome over time and space, as well as the functional capabilities and microbial interactions of this unique built microbiome.",Microbiome,2022.0,"Camilla Urbaniak, Michael D. Morrison, James B. Thissen, Fathi Karouia, David J. Smith, Satish Mehta, Crystal Jaing, Kasthuri Venkateswaran",10.1186/s40168-022-01293-0,,['Medicine'],,36.0,38.0,30.0,2.0,82.55,63,43.0,"Biology, Metagenomics, Propidium monoazide, Microbiome, Population","A comprehensive analysis of the ISS surface microbiome is provided, showing microbial burden, bacterial and fungal species prevalence, changes in the microbiome, and resistome over time and space, as well as the functional capabilities and microbial interactions of this unique built microbiome.",https://microbiomejournal.biomedcentral.com/counter/pdf/10.1186/s40168-022-01293-0
Draft genome sequences of two Fusarium oxysporum isolates cultured from infected Zinnia hybrida plants grown on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5958250/,Genome Announcements,2018.0,"Camilla Urbaniak, Gioia Massa, Mary Hummerick, Christina Khodadad, Andrew Schuerger, Kasthuri Venkateswaran",10.1128/genomeA.00326-18,,,20.0,36.0,23.0,0.0,12.25,36.0,4.0,"Biology, Fusarium oxysporum, Botany, Genome, Gene",The whole-genome sequences of two Fusarium oxysporum isolates cultured from infected Zinnia hybrida plants that were grown onboard the International Space Station are presented.,Genome Announcements,2018.0,"Camilla Urbaniak, Gioia Massa, Mary Hummerick, Christina Khodadad, Andrew Schuerger, Kasthuri Venkateswaran",10.1128/genomeA.00326-18,,"['Medicine', 'Biology']",,20.0,36.0,23.0,0.0,12.25,36,4.0,"Biology, Fusarium oxysporum, Botany, Genome, Gene",The whole-genome sequences of two Fusarium oxysporum isolates cultured from infected Zinnia hybrida plants that were grown onboard the International Space Station are presented.,https://mra.asm.org/content/ga/6/20/e00326-18.full.pdf
Characterization of Aspergillus niger Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7326050/,Frontiers in Microbiology,2020.0,"Jillian Romsdahl, Adriana Blachowicz, Yi-Ming Chiang, Kasthuri Venkateswaran, Clay C. C. Wang",10.3389/fmicb.2020.00931,,,20.0,24.0,20.0,0.0,5.0,40.0,11.0,"Aspergillus niger, Gene cluster, Secondary metabolite, Gene, Metabolomics","Findings include INDELs within the predicted promoter region of flbA, which encodes a developmental regulator that modulates pyranonigrin A production via regulation of Fum21, which revealed the involvement of a previously undescribed gene, pyrE, in its biosynthesis.",Frontiers in Microbiology,2020.0,"Jillian Romsdahl, Adriana Blachowicz, Yi-Ming Chiang, Kasthuri Venkateswaran, Clay C. C. Wang",10.3389/fmicb.2020.00931,,"['Biology', 'Medicine']",,20.0,24.0,20.0,0.0,5.0,40,11.0,"Aspergillus niger, Gene cluster, Secondary metabolite, Gene, Metabolomics","Findings include INDELs within the predicted promoter region of flbA, which encodes a developmental regulator that modulates pyranonigrin A production via regulation of Fum21, which revealed the involvement of a previously undescribed gene, pyrE, in its biosynthesis.",https://www.frontiersin.org/articles/10.3389/fmicb.2020.00931/pdf
Multi-drug resistant Enterobacter bugandensis species isolated from the International Space Station and comparative genomic analyses with human pathogenic strains,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6251167/,BMC Microbiology,2018.0,"Nitin K. Singh, Daniela Bezdan, Aleksandra Checinska Sielaff, Kevin Wheeler, Christopher E. Mason, Kasthuri Venkateswaran",10.1186/s12866-018-1325-2,,,88.0,95.0,84.0,2.0,752.15,179.0,220.0,"Biology, Parasitology, Drug resistance, Enterobacter, Microbiology","Thorough genomic characterization of the strains isolated from ISS can help to understand the pathogenic potential, and inform future missions, but analyzing them in in-vivo systems is required to discern the influence of microgravity on their pathogenicity.",,,,,,,,,,,,,,,,,
Succession and persistence of microbial communities and antimicrobial resistance genes associated with International Space Station environmental surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6280456/,Microbiome,2018.0,"Nitin Kumar Singh, Jason M. Wood, Fathi Karouia, Kasthuri Venkateswaran",10.1186/s40168-018-0609-y,,,18.0,22.0,19.0,0.0,0.75,36.0,2.0,"Persistence (discontinuity), Ecological succession, Microbial ecology, Biology, Medical microbiology","Following publication of the original article, the authors reported a typographic error in scientific notation in the number of reads, the text should read as:.",Microbiome,2018.0,"Nitin Kumar Singh, Jason M. Wood, Fathi Karouia, Kasthuri Venkateswaran",10.1186/s40168-018-0609-y,,['Medicine'],,18.0,22.0,19.0,0.0,0.75,37,2.0,"Persistence (discontinuity), Ecological succession, Microbial ecology, Biology, Medical microbiology","Following publication of the original article, the authors reported a typographic error in scientific notation in the number of reads, the text should read as:.",https://microbiomejournal.biomedcentral.com/track/pdf/10.1186/s40168-018-0609-y
"International Space Station conditions alter genomics, proteomics, and metabolomics in Aspergillus nidulans.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098231/,Applied Microbiology and Biotechnology,2018.0,"Jillian Romsdahl, Adriana Blachowicz, Abby J. Chiang, Yi-Ming Chiang, Sawyer Masonjones, Junko Yaegashi, Stefanie Countryman, Fathi Karouia, Markus Kalkum, Jason E. Stajich, Kasthuri Venkateswaran, Clay C. C. Wang",10.1007/s00253-018-9525-0,,,31.0,33.0,28.0,0.0,7.75,62.0,3.0,"Aspergillus nidulans, Metabolomics, Secondary metabolite, Biology, Proteomics","ISS conditions significantly decreased prenyl xanthone production in the wild-type strain and increased asperthecin production in LO1362 and CW12001, which are deficient in a major DNA repair mechanism and provide valuable insights into the adaptation mechanism of A. nidulans to spacecraft environments.",Applied Microbiology and Biotechnology,2018.0,"Jillian Romsdahl, Adriana Blachowicz, Abby J. Chiang, Yi-Ming Chiang, Sawyer Masonjones, Junko Yaegashi, Stefanie Countryman, Fathi Karouia, Markus Kalkum, Jason E. Stajich, Kasthuri Venkateswaran, Clay C. C. Wang",10.1007/s00253-018-9525-0,,"['Medicine', 'Biology']",,32.0,33.0,28.0,0.0,7.75,62,3.0,"Aspergillus nidulans, Metabolomics, Secondary metabolite, Biology, Proteomics","ISS conditions significantly decreased prenyl xanthone production in the wild-type strain and increased asperthecin production in LO1362 and CW12001, which are deficient in a major DNA repair mechanism and provide valuable insights into the adaptation mechanism of A. nidulans to spacecraft environments.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098231
Proteomic characterization of Aspergillus fumigatus isolated from air and surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/,Fungal Genetics and Biology,2019.0,"Adriana Blachowicz, Abby J. Chiang, Jillian Romsdahl, Markus Kalkum, Clay C.C. Wang, Kasthuri Venkateswaran",10.1016/j.fgb.2019.01.001,,,31.0,37.0,29.0,1.0,9.25,67.0,2.0,"Biology, Aspergillus fumigatus, Microbiology, Proteome, Microorganism",Insight is provided into possible molecular adaptation of filamentous fungi to the unique ISS environment as well as variations in the proteome of both ISS-isolated strains when compared to the clinical strains.,Fungal Genetics and Biology,2019.0,"Adriana Blachowicz, Abby J. Chiang, Jillian Romsdahl, Markus Kalkum, Clay C.C. Wang, Kasthuri Venkateswaran",10.1016/j.fgb.2019.01.001,,"['Medicine', 'Biology']",,31.0,37.0,29.0,1.0,9.25,67,2.0,"Biology, Aspergillus fumigatus, Microbiology, Proteome, Microorganism",Insight is provided into possible molecular adaptation of filamentous fungi to the unique ISS environment as well as variations in the proteome of both ISS-isolated strains when compared to the clinical strains.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463
Genomic Characterization and Virulence Potential of Two Fusarium oxysporum Isolates Cultured from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6426649/,mSystems,2019.0,"Camilla Urbaniak, Peter van Dam, Alexander Zaborin, Olga Zaborina, Jack A. Gilbert, Tamas Torok, Clay C. C. Wang, Kasthuri Venkateswaran",10.1128/mSystems.00345-18,,,26.0,30.0,22.0,0.0,42.35,54.0,16.0,"Virulence, Fusarium oxysporum, Biology, Microbiology, Genetics","While genomic analysis showed that these ISS strains are unlikely to be plant pathogens, a virulence assay using an immunocompromised Caenorhabditis elegans model of fusariosis revealed that they were virulent and may represent opportunistic pathogens in animals, including humans.",mSystems,2019.0,"Camilla Urbaniak, Peter van Dam, Alexander Zaborin, Olga Zaborina, Jack A. Gilbert, Tamas Torok, Clay C. C. Wang, Kasthuri Venkateswaran",10.1128/mSystems.00345-18,,"['Biology', 'Medicine']",,26.0,30.0,22.0,0.0,42.35,54,16.0,"Virulence, Fusarium oxysporum, Biology, Microbiology, Genetics","While genomic analysis showed that these ISS strains are unlikely to be plant pathogens, a virulence assay using an immunocompromised Caenorhabditis elegans model of fusariosis revealed that they were virulent and may represent opportunistic pathogens in animals, including humans.",https://msystems.asm.org/content/msys/4/2/e00345-18.full.pdf
Characterization of the total and viable bacterial and fungal communities associated with the International Space Station surfaces.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6452512/,Microbiome,2019.0,"Aleksandra Checinska Sielaff, Camilla Urbaniak, Ganesh Babu Malli Mohan, Victor G. Stepanov, Quyen Tran, Jason M. Wood, Jeremiah Minich, Daniel McDonald, Teresa Mayer, Rob Knight, Fathi Karouia, George E. Fox, Kasthuri Venkateswaran",10.1186/s40168-019-0666-x,,,182.0,219.0,193.0,9.0,884.3000000000001,228.0,280.0,"Biology, Actinobacteria, Phylum, Firmicutes, Proteobacteria","The results reveal a diverse population of bacteria and fungi on ISS environmental surfaces that changed over time but remained similar between locations, which can have significant impact on the understanding of other confined built environments on the Earth such as clean rooms used in the pharmaceutical and medical industries.",Microbiome,2019.0,"Aleksandra Checinska Sielaff, Camilla Urbaniak, Ganesh Babu Malli Mohan, Victor G. Stepanov, Quyen Tran, Jason M. Wood, Jeremiah Minich, Daniel McDonald, Teresa Mayer, Rob Knight, Fathi Karouia, George E. Fox, Kasthuri Venkateswaran",10.1186/s40168-019-0666-x,,"['Biology', 'Medicine']",,182.0,219.0,193.0,9.0,884.3000000000001,228,280.0,"Biology, Actinobacteria, Phylum, Firmicutes, Proteobacteria","The results reveal a diverse population of bacteria and fungi on ISS environmental surfaces that changed over time but remained similar between locations, which can have significant impact on the understanding of other confined built environments on the Earth such as clean rooms used in the pharmaceutical and medical industries.",https://microbiomejournal.biomedcentral.com/track/pdf/10.1186/s40168-019-0666-x
Proteomic and Metabolomic Characteristics of Extremophilic Fungi Under Simulated Mars Conditions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6529585/,Frontiers in Microbiology,2019.0,"Adriana Blachowicz, Abby J. Chiang, Andreas Elsaesser, Markus Kalkum, Pascale Ehrenfreund, Jason E. Stajich, Tamas Torok, Clay C. C. Wang, Kasthuri Venkateswaran",10.3389/fmicb.2019.01013,,,48.0,55.0,46.0,4.0,7.1,80.0,9.0,"Metabolomics, Metabolome, Conidium, Biology, Proteome",This study is the first report of fungal survival after exposure of monolayers of conidia to simulated Mars conditions (SMC).,Frontiers in Microbiology,2019.0,"Adriana Blachowicz, Abby J. Chiang, Andreas Elsaesser, Markus Kalkum, Pascale Ehrenfreund, Jason E. Stajich, Tamas Torok, Clay C. C. Wang, Kasthuri Venkateswaran",10.3389/fmicb.2019.01013,,"['Biology', 'Medicine']",,48.0,55.0,46.0,4.0,7.1,80,9.0,"Metabolomics, Metabolome, Conidium, Biology, Proteome",This study is the first report of fungal survival after exposure of monolayers of conidia to simulated Mars conditions (SMC).,https://www.frontiersin.org/articles/10.3389/fmicb.2019.01013/pdf
MetaMiner: A Scalable Peptidogenomics Approach for Discovery of Ribosomal Peptide Natural Products with Blind Modifications from Microbial Communities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6952069/,Cell Systems,2019.0,"Liu Cao, Alexey Gurevich, Kelsey L. Alexander, C. Benjamin Naman, Tiago Leão, Evgenia Glukhov, Tal Luzzatto-Knaan, Fernando Vargas, Robby Quinn, Amina Bouslimani, Louis Felix Nothias, Nitin K. Singh, Jon G. Sanders, Rodolfo A.S. Benitez, Luke R. Thompson, Md-Nafiz Hamid, James T. Morton, Alla Mikheenko, Alexander Shlemov, Anton Korobeynikov, Iddo Friedberg, Rob Knight, Kasthuri Venkateswaran, William H. Gerwick, Lena Gerwick, Pieter C. Dorrestein, Pavel A. Pevzner, Hosein Mohimani",10.1016/j.cels.2019.09.004,,,60.0,66.0,56.0,2.0,41.5,118.0,13.0,"Metagenomics, Computational biology, Natural product, Scalability, Human Microbiome Project","After searching millions of spectra in the Global Natural Products Social (GNPS) molecular networking infrastructure against just eight genomic and metagenomic datasets, MetaMiner discovered 31 known and seven unknown RiPPs from diverse microbial communities, including human microbiome and lichen microbiome, and microorganisms isolated from the International Space Station.",Cell Systems,2019.0,"Liu Cao, Alexey Gurevich, Kelsey L. Alexander, C. Benjamin Naman, Tiago Leão, Evgenia Glukhov, Tal Luzzatto-Knaan, Fernando Vargas, Robby Quinn, Amina Bouslimani, Louis Felix Nothias, Nitin K. Singh, Jon G. Sanders, Rodolfo A.S. Benitez, Luke R. Thompson, Md-Nafiz Hamid, James T. Morton, Alla Mikheenko, Alexander Shlemov, Anton Korobeynikov, Iddo Friedberg, Rob Knight, Kasthuri Venkateswaran, William H. Gerwick, Lena Gerwick, Pieter C. Dorrestein, Pavel A. Pevzner, Hosein Mohimani",10.1016/j.cels.2019.09.004,,"['Computer Science', 'Medicine']",,60.0,67.0,56.0,2.0,41.5,118,13.0,"Metagenomics, Computational biology, Natural product, Scalability, Human Microbiome Project","After searching millions of spectra in the Global Natural Products Social (GNPS) molecular networking infrastructure against just eight genomic and metagenomic datasets, MetaMiner discovered 31 known and seven unknown RiPPs from diverse microbial communities, including human microbiome and lichen microbiome, and microorganisms isolated from the International Space Station.",https://doi.org/10.1016/j.cels.2019.09.004
Draft Genome Sequences of Sphingomonas Species Associated with the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7303416/,Microbiology Resource Announcements,2020.0,"Swati Bijlani, Nitin K. Singh, Christopher E. Mason, Clay C. C. Wang, Kasthuri Venkateswaran",10.1128/MRA.00578-20,,,7.0,8.0,6.0,0.0,,,,"International Space Station, Genome, Sphingomonas, Computational biology, Biology",The draft genome sequences of three Sphingomonas strains isolated from the International Space Station were assembled and will help in understanding the influence of microgravity conditions on their potential bioactive compound production and other important characteristics compared to their Earth counterparts.,Microbiology Resource Announcements,2020.0,"Swati Bijlani, Nitin K. Singh, Christopher E. Mason, Clay C. C. Wang, Kasthuri Venkateswaran",10.1128/MRA.00578-20,,"['Biology', 'Medicine']",,7.0,8.0,6.0,0.0,,,,"International Space Station, Genome, Sphingomonas, Computational biology, Biology",The draft genome sequences of three Sphingomonas strains isolated from the International Space Station were assembled and will help in understanding the influence of microgravity conditions on their potential bioactive compound production and other important characteristics compared to their Earth counterparts.,https://doi.org/10.1128/mra.00578-20
Draft Genome Sequences of Tremellomycetes Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7317102/,Microbiology Resource Announcements,2020.0,"Swati Bijlani, Nitin K. Singh, Christopher E. Mason, Clay C. C. Wang, Kasthuri Venkateswaran",10.1128/MRA.00504-20,,,7.0,10.0,9.0,2.0,1.0,8.0,1.0,"International Space Station, Genome, Space (punctuation), Computational biology, Genetics",The draft genome sequences of six eukaryotic microbial strains belonging to the class Tremellomycetes isolated from the International Space Station were assembled and further characterization of these sequences will aid in the understanding of the influence of microgravity conditions on these organisms’ potential pathogenicity.,Microbiology Resource Announcements,2020.0,"Swati Bijlani, Nitin K. Singh, Christopher E. Mason, Clay C. C. Wang, Kasthuri Venkateswaran",10.1128/MRA.00504-20,,"['Medicine', 'Biology']",,7.0,10.0,9.0,2.0,1.0,8,1.0,"International Space Station, Genome, Space (punctuation), Computational biology, Genetics",The draft genome sequences of six eukaryotic microbial strains belonging to the class Tremellomycetes isolated from the International Space Station were assembled and further characterization of these sequences will aid in the understanding of the influence of microgravity conditions on these organisms’ potential pathogenicity.,https://doi.org/10.1128/mra.00504-20
Draft Genome Sequences of Rhodotorula mucilaginosa Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7393961/,Microbiology Resource Announcements,2020.0,"Robert Daudu, Ceth W. Parker, Nitin K. Singh, Jason M. Wood, Marilyne Debieu, Niamh B. O’Hara, Christopher E. Mason, Kasthuri Venkateswaran",10.1128/MRA.00570-20,,,11.0,14.0,10.0,0.0,1.85,7.0,2.0,"Biology, Genome, Whole genome sequencing, Identification (biology), Genetics","The whole-genome sequences (WGS) of 28 isolates from the International Space Station were generated and identified as Rhodotorula mucilaginosa, a pigmented yeast that has been classified as an emerging human pathogen in recent times.",Microbiology Resource Announcements,2020.0,"Robert Daudu, Ceth W. Parker, Nitin K. Singh, Jason M. Wood, Marilyne Debieu, Niamh B. O’Hara, Christopher E. Mason, Kasthuri Venkateswaran",10.1128/MRA.00570-20,,"['Medicine', 'Biology']",,11.0,14.0,10.0,0.0,1.85,7,2.0,"Biology, Genome, Whole genome sequencing, Identification (biology), Genetics","The whole-genome sequences (WGS) of 28 isolates from the International Space Station were generated and identified as Rhodotorula mucilaginosa, a pigmented yeast that has been classified as an emerging human pathogen in recent times.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7393961
Draft Genome Sequences of Enterobacteriales Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7484075/,Microbiology Resource Announcements,2020.0,"Achintya R. Bharadwaj, Robert Daudu, Nitin K. Singh, Jason M. Wood, Marilyne Debieu, Niamh B. O’Hara, Fathi Karouia, Christopher E. Mason, Kasthuri Venkateswaran",10.1128/MRA.00817-20,,,6.0,8.0,4.0,0.0,,,,"Genome, Biology, Computational biology, Identification (biology), Genetics","The whole-genome sequences of 26 strains isolated from the International Space Station were generated, and the strains were identified as being members of the order Enterobacteriales.",Microbiology Resource Announcements,2020.0,"Achintya R. Bharadwaj, Robert Daudu, Nitin K. Singh, Jason M. Wood, Marilyne Debieu, Niamh B. O’Hara, Fathi Karouia, Christopher E. Mason, Kasthuri Venkateswaran",10.1128/MRA.00817-20,,"['Biology', 'Medicine']",,6.0,8.0,4.0,0.0,,,,"Genome, Biology, Computational biology, Identification (biology), Genetics","The whole-genome sequences of 26 strains isolated from the International Space Station were generated, and the strains were identified as being members of the order Enterobacteriales.",https://doi.org/10.1128/mra.00817-20
Draft Genome Sequences of Lactobacillales Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7516158/,Microbiology Resource Announcements,2020.0,"Achintya R. Bharadwaj, Nitin K. Singh, Jason M. Wood, Marilyne Debieu, Niamh B. O’Hara, Fathi Karouia, Christopher E. Mason, Kasthuri Venkateswaran",10.1128/MRA.00942-20,,,2.0,4.0,3.0,0.0,1.0,16.0,2.0,"International Space Station, Genome, Space (punctuation), Biology, Computational biology","Nineteen strains from the order Lactobacillales were isolated from the International Space Station and commercial resupply vehicle, and whole-genome sequences (WGS) were generated.",Microbiology Resource Announcements,2020.0,"Achintya R. Bharadwaj, Nitin K. Singh, Jason M. Wood, Marilyne Debieu, Niamh B. O’Hara, Fathi Karouia, Christopher E. Mason, Kasthuri Venkateswaran",10.1128/MRA.00942-20,,"['Geography', 'Medicine']",,2.0,4.0,3.0,0.0,1.0,16,2.0,"International Space Station, Genome, Space (punctuation), Biology, Computational biology","Nineteen strains from the order Lactobacillales were isolated from the International Space Station and commercial resupply vehicle, and whole-genome sequences (WGS) were generated.",https://doi.org/10.1128/mra.00942-20
Draft Genome Sequences of Klebsiella Species Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7561690/,Microbiology Resource Announcements,2020.0,"Samuel A. Solomon, Achintya R. Bharadwaj, Nitin K. Singh, Jason M. Wood, Marilyne Debieu, Niamh B. O’Hara, Christopher E. Mason, Kasthuri Venkateswaran",10.1128/MRA.00923-20,,,11.0,11.0,10.0,0.0,,,,"Biology, International Space Station, Genome, Klebsiella, Whole genome sequencing","Ten bacterial strains isolated from the International Space Station were compared using whole-genome sequencing analysis and were phylogenetically identified as Klebsiella, helping to gain insight into their adaptation to space conditions.",Microbiology Resource Announcements,2020.0,"Samuel A. Solomon, Achintya R. Bharadwaj, Nitin K. Singh, Jason M. Wood, Marilyne Debieu, Niamh B. O’Hara, Christopher E. Mason, Kasthuri Venkateswaran",10.1128/MRA.00923-20,,"['Medicine', 'Biology']",,11.0,11.0,10.0,0.0,,,,"Biology, International Space Station, Genome, Klebsiella, Whole genome sequencing","Ten bacterial strains isolated from the International Space Station were compared using whole-genome sequencing analysis and were phylogenetically identified as Klebsiella, helping to gain insight into their adaptation to space conditions.",https://doi.org/10.1128/mra.00923-20
Draft Genome Sequences of Bacillaceae Strains Isolated from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7595942/,Microbiology Resource Announcements,2020.0,"Robert Daudu, Nitin K. Singh, Jason M. Wood, Marilyne Debieu, Niamh B. O'Hara, Christopher E. Mason, Kasthuri Venkateswaran",10.1128/MRA.00701-20,,,9.0,10.0,6.0,0.0,,,,"Genome, Biology, Computational biology, Bacillaceae, International Space Station","The draft genome sequences of 29 bacterial isolates belonging to the family Bacillaceae were collected from the International Space Station, assembled, and identified and will enable us to understand their roles for space and biotechnological applications.",Microbiology Resource Announcements,2020.0,"Robert Daudu, Nitin K. Singh, Jason M. Wood, Marilyne Debieu, Niamh B. O'Hara, Christopher E. Mason, Kasthuri Venkateswaran",10.1128/MRA.00701-20,,"['Biology', 'Medicine']",,9.0,10.0,6.0,0.0,,,,"Genome, Biology, Computational biology, Bacillaceae, International Space Station","The draft genome sequences of 29 bacterial isolates belonging to the family Bacillaceae were collected from the International Space Station, assembled, and identified and will enable us to understand their roles for space and biotechnological applications.",https://doi.org/10.1128/mra.00701-20
Assessing the risk of transfer of microorganisms at the International Space Station due to cargo delivery by commercial resupply vehicles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7677455/,Frontiers in Microbiology,2020.0,"Snehit Mhatre, Jason M. Wood, Aleksandra Checinska Sielaff, Maximilian Mora, Stefanie Duller, Nitin Kumar Singh, Fathi Karouia, Christine Moissl-Eichinger, Kasthuri Venkateswaran",10.3389/fmicb.2020.566412,,,10.0,13.0,10.0,0.0,4.25,26.0,4.0,"International Space Station, Microorganism, Space (punctuation), Engineering, Aeronautics",These findings suggest that the maintenance protocols in cleaning CRV surfaces are highly effective in controlling the contaminating microbial population during cargo transfer to the ISS via the CRV route.,Frontiers in Microbiology,2020.0,"Snehit Mhatre, Jason M. Wood, Aleksandra Checinska Sielaff, Maximilian Mora, Stefanie Duller, Nitin Kumar Singh, Fathi Karouia, Christine Moissl-Eichinger, Kasthuri Venkateswaran",10.3389/fmicb.2020.566412,,"['Medicine', 'Environmental Science']",,10.0,13.0,10.0,0.0,4.25,26,4.0,"International Space Station, Microorganism, Space (punctuation), Engineering, Aeronautics",These findings suggest that the maintenance protocols in cleaning CRV surfaces are highly effective in controlling the contaminating microbial population during cargo transfer to the ISS via the CRV route.,https://www.frontiersin.org/articles/10.3389/fmicb.2020.566412/pdf
"Methylobacterium ajmalii sp. nov., isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8005752/,Frontiers in Microbiology,2021.0,"Swati Bijlani, Nitin K. Singh, V. V. Ramprasad Eedara, Appa Rao Podile, Christopher E. Mason, Clay C. C. Wang, Kasthuri Venkateswaran",10.3389/fmicb.2021.639396,,,61.0,64.0,47.0,2.0,842.6999999999998,96.0,343.0,"Biology, 16S ribosomal RNA, Methylobacterium, Bacteria, Oxidase test",,Frontiers in Microbiology,2021.0,"Swati Bijlani, Nitin K. Singh, V. V. Ramprasad Eedara, Appa Rao Podile, Christopher E. Mason, Clay C. C. Wang, Kasthuri Venkateswaran",10.3389/fmicb.2021.639396,,"['Biology', 'Medicine']",,62.0,64.0,47.0,2.0,840.4499999999998,96,340.0,"Biology, 16S ribosomal RNA, Methylobacterium, Bacteria, Oxidase test",,https://www.frontiersin.org/articles/10.3389/fmicb.2021.639396/pdf
Draft Genome Sequences of Aspergillus and Penicillium Species Isolated from the International Space Station and Crew Resupply Vehicle Capsule,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8104057/,Microbiology Resource Announcements,2021.0,"Adriana Blachowicz, Nitin Kumar Singh, Jason M. Wood, Marilyne Debieu, Niamh B. O’Hara, Christopher E. Mason, Kasthuri Venkateswaran",10.1128/MRA.01398-20,,,8.0,9.0,5.0,1.0,1.0,12.0,8.0,"Crew, Penicillium, Genome, International Space Station, Biology",The draft whole-genome sequences of 30 fungal strains isolated from the International Space Station and belonging to the Penicillium and Aspergillus genera were assembled and will allow for detailed genomic characterization to determine the possible applications and importance for space and biotechnological industries.,Microbiology Resource Announcements,2021.0,"Adriana Blachowicz, Nitin Kumar Singh, Jason M. Wood, Marilyne Debieu, Niamh B. O’Hara, Christopher E. Mason, Kasthuri Venkateswaran",10.1128/MRA.01398-20,,['Medicine'],,8.0,9.0,5.0,1.0,1.0,12,8.0,"Crew, Penicillium, Genome, International Space Station, Biology",The draft whole-genome sequences of 30 fungal strains isolated from the International Space Station and belonging to the Penicillium and Aspergillus genera were assembled and will allow for detailed genomic characterization to determine the possible applications and importance for space and biotechnological industries.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8104057
